恒大雅苑 前面绿地和湖景 看房随时联系 精装修房,恒大雅苑 -宝华商圈,3室2厅 | 122平米 | 南 北 | 精装 | 低楼层(共33层)  | 塔楼,80,"6,558元/平"
格局好，楼层好，采光足，视野开阔，朝南,同城世家 -宝华商圈,3室2厅 | 116平米 | 南 | 精装 | 10层  | 板楼,160,"13,794元/平"
中间楼层 满两年 家具家电齐全 拎包入住 随时可看,仙林悦城 -宝华商圈,3室2厅 | 106平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,93,"8,774元/平"
宝华山脚下，山景房，楼层好，视野开阔,碧桂园大学印象峰景苑 -宝华商圈,4室1厅 | 123.15平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,95,"7,715元/平"
山景房，二次精装修，未入住过，四开间朝南,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 139.49平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,138,"9,894元/平"
招商国际房子质量好小区位置好全天采光急售,招商国际E城 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 低楼层(共34层)  | 塔楼,100,"10,527元/平"
四房2厅，精装修家电家具齐全，采光好。,建中御东国际六期 -句容主城商圈,4室1厅 | 99平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,97,"9,798元/平"
好楼层山景房 满两年精装 边户 上学近,香山壹境 -宝华商圈,3室1厅 | 115.3平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,96,"8,327元/平"
万达茂旁好房出售，价格好谈！！！！,玉兰花园 -宝华商圈,3室1厅 | 100平米 | 南 北 | 毛坯 | 6层  | 板塔结合,50,"5,000元/平"
经典两房，紧靠万达茂，采光充足，精装修,招商国际E城 -宝华商圈,2室2厅 | 69平米 | 南 | 精装 | 低楼层(共34层)  | 塔楼,57,"8,261元/平"
电梯洋房 采光好 位置好 随时看房,同城世家 -宝华商圈,3室2厅 | 142平米 | 南 北 | 毛坯 | 10层  | 板楼,195,"13,733元/平"
彩虹城小区，业主诚心出售，价格可谈。,彩虹城 -宝华商圈,3室2厅 | 136.58平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,108,"7,908元/平"
方正大户型，居住舒适，适合养老,九曲花苑 -宝华商圈,3室2厅 | 136平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,124,"9,118元/平"
电梯安置房 得房率高 楼层好户型好 全天采光 南京旁,玉兰花园二期和园 -宝华商圈,3室2厅 | 111.07平米 | 南 | 毛坯 | 高楼层(共11层)  | 塔楼,68,"6,123元/平"
房东急售！ 嘉烨御花园 小高层  3室2卫 精装修 有车位,嘉烨·御花园 -句容主城商圈,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共18层)  | 暂无数据,137.8,"11,484元/平"
急售！看房随时联系！价格可谈可谈,碧桂园·中央公园 -句容主城商圈,4室2厅 | 142平米 | 南 | 简装 | 中楼层(共33层)  | 暂无数据,93,"6,550元/平"
采光充足，楼层佳，户型好，宝华山脚下花园电梯洋房，,朗诗万都玲珑樾 -宝华商圈,4室2厅 | 120平米 | 东南 | 精装 | 中楼层(共7层)  | 板塔结合,161,"13,417元/平"
此房户型好 采光好 中间楼层视野好交通便利,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,129,"11,026元/平"
四季金辉品质小区经典3房，装修20万,四季金辉 -宝华商圈,3室1厅 | 76.5平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,70,"9,151元/平"
高入住率小区，生活方便，采光好，看房方便。,京东紫晶 -宝华商圈,3室1厅 | 98.9平米 | 南 | 精装 | 中楼层(共35层)  | 塔楼,82,"8,292元/平"
宝华山麓，环境优美，天然氧吧，全明,碧桂园仙林东郡 -宝华商圈,3室2厅 | 108平米 | 南 北 | 精装 | 低楼层(共18层)  | 板楼,93,"8,612元/平"
仙林东宝华 精装修品质社区 近万达双地铁精装三十万,碧桂园仙林东郡 -宝华商圈,3室2厅 | 124平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,89,"7,178元/平"
仙林大道，同城世家，花园洋房，大三房，满两年,同城世家 -宝华商圈,3室2厅 | 142.37平米 | 南 北 | 毛坯 | 10层  | 板楼,198,"13,908元/平"
南京东 恒大雅苑 精致两房 小区门口公交 出行方便,恒大雅苑 -宝华商圈,2室2厅 | 86.77平米 | 南 | 精装 | 中楼层(共26层)  | 板楼,80,"9,220元/平"
楼层好，视野宽阔，采光充足，配套设施完整，交通便利,碧桂园翡翠华府 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,90,"9,474元/平"
仙林东万达茂商圈  配套好设施全  业主急售,仙林首望城 -宝华商圈,3室2厅 | 113.71平米 | 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,109.8,"9,657元/平"
单价8000，开发商精装大三房，国企物业，楼层好,泰达青筑 -宝华商圈,3室2厅 | 103平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,79,"7,670元/平"
仙林东 宝华镇 恒大雅苑 精装空房,恒大雅苑 -宝华商圈,3室1厅 | 132.71平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,95,"7,159元/平"
泰达精装修    三房两卫     带地暖,泰达青筑 -宝华商圈,3室1厅 | 109.36平米 | 南 | 精装 | 27层  | 暂无数据,80,"7,316元/平"
单价8000，开发商精装大三房，国企物业，楼层好,泰达青筑 -宝华商圈,3室2厅 | 103平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,79,"7,670元/平"
城南朝阳嘉园 毛坯 买一层  还有一层,朝阳嘉园 -句容主城商圈,5室3厅 | 107平米 | 南 | 毛坯 | 高楼层(共7层)  | 暂无数据,65,"6,075元/平"
格局好，楼层好，采光足，视野开阔，朝南,同城世家 -宝华商圈,3室2厅 | 116平米 | 南 | 精装 | 10层  | 板楼,160,"13,794元/平"
仙林东 万都京东 小区绿化高 配套齐 诚心售,京东紫晶 -宝华商圈,4室2厅 | 110.89平米 | 南 | 毛坯 | 高楼层(共35层)  | 塔楼,72,"6,493元/平"
仙林东宝华同城世家3房出售户型方正,同城世家 -宝华商圈,3室2厅 | 116平米 | 南 | 简装 | 10层  | 板楼,140,"12,069元/平"
方正大户型，居住舒适，适合养老,九曲花苑 -宝华商圈,3室2厅 | 136平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,124,"9,118元/平"
国企品牌精装修改善三房户型格局好配套成熟 交通便利,泰达青筑 -宝华商圈,3室2厅 | 111.1平米 | 南 | 精装 | 低楼层(共24层)  | 板楼,117,"10,532元/平"
高入住率小区，生活方便，采光好，看房方便。,京东紫晶 -宝华商圈,3室1厅 | 98.9平米 | 南 | 精装 | 中楼层(共35层)  | 塔楼,82,"8,292元/平"
电梯安置房 得房率高 楼层好户型好 全天采光 南京旁,玉兰花园二期和园 -宝华商圈,3室2厅 | 111.07平米 | 南 | 毛坯 | 高楼层(共11层)  | 塔楼,68,"6,123元/平"
房东急售！ 嘉烨御花园 小高层  3室2卫 精装修 有车位,嘉烨·御花园 -句容主城商圈,3室2厅 | 120平米 | 南 北 | 精装 | 低楼层(共18层)  | 暂无数据,137.8,"11,484元/平"
好房急卖，看中房子找我谈，好房急卖,恒大雅苑 -宝华商圈,3室2厅 | 126平米 | 南 北 | 精装 | 中楼层(共31层)  | 板楼,105,"8,334元/平"
房子格局好，采光足，视野好，三开间朝南，户型方正,和昌仙林国际 -宝华商圈,3室2厅 | 105.88平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,108,"10,201元/平"
宝华山脚下，山景房，楼层好，视野开阔,碧桂园大学印象峰景苑 -宝华商圈,4室1厅 | 123.15平米 | 南 | 精装 | 中楼层(共18层)  | 板塔结合,95,"7,715元/平"
山景房，二次精装修，未入住过，四开间朝南,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 139.49平米 | 南 | 精装 | 中楼层(共17层)  | 板塔结合,138,"9,894元/平"
万达茂旁好房出售，价格好谈！！！！,玉兰花园 -宝华商圈,3室1厅 | 100平米 | 南 北 | 毛坯 | 6层  | 板塔结合,50,"5,000元/平"
碧桂园凤凰城临湖苑一线湖景大平层,碧桂园凤凰城临湖苑 -凤凰城商圈,5室2厅 | 268.92平米 | 南 北 | 精装 | 中楼层(共31层)  | 塔楼,214,"7,958元/平"
京东紫晶 精装修  四房拎包入住,京东紫晶 -宝华商圈,4室2厅 | 103平米 | 南 | 精装 | 高楼层(共35层)  | 塔楼,92,"8,933元/平"
毛坯房。中间楼层视野采光很优越,远洋心里 -宝华商圈,3室2厅 | 88平米 | 南 北 | 毛坯 | 中楼层(共34层)  | 板塔结合,80,"9,091元/平"
此房的格局好，三个房间朝南，采光面大,朗诗万都玲珑樾 -宝华商圈,4室1厅 | 111.3平米 | 南 北 | 毛坯 | 中楼层(共19层)  | 板塔结合,125,"11,231元/平"
金辉品牌地产 87平三房 满两年 纯毛坯,四季金辉 -宝华商圈,3室3厅 | 89.9平米 | 南 | 毛坯 | 低楼层(共33层)  | 塔楼,76,"8,454元/平"
采光好，楼层好，视野开阔 电梯洋房，直通地下车库,碧桂园中天东方骏庭 -宝华商圈,3室2厅 | 115平米 | 南 | 精装 | 6层  | 板楼,120,"10,435元/平"
临湖。顶层大平层，适宜改善人群,碧桂园凤凰城临湖苑 -凤凰城商圈,5室2厅 | 270平米 | 南 | 毛坯 | 高楼层(共31层)  | 塔楼,180,"6,667元/平"
改善大户型 精装带地暖交通便利 小区环境优美,碧桂园大学印象峰景苑 -宝华商圈,3室2厅 | 123平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,98,"7,968元/平"
此房户型好 采光好 中间楼层视野好交通便利,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 北 | 精装 | 中楼层(共32层)  | 塔楼,129,"11,026元/平"
四季金辉品质小区经典3房，装修20万,四季金辉 -宝华商圈,3室1厅 | 76.5平米 | 南 | 精装 | 中楼层(共33层)  | 塔楼,70,"9,151元/平"
采光充足，楼层佳，户型好，宝华山脚下花园电梯洋房，,朗诗万都玲珑樾 -宝华商圈,4室2厅 | 120平米 | 东南 | 精装 | 中楼层(共7层)  | 板塔结合,161,"13,417元/平"
汤山鎏园 环境优美 空气清新 位置良好 随时看房,汤山鎏园 -凤凰城商圈,3室2厅 | 108平米 | 南 | 精装 | 11层  | 暂无数据,73.5,"6,806元/平"
急售！看房随时联系！价格可谈可谈,碧桂园·中央公园 -句容主城商圈,4室2厅 | 142平米 | 南 | 简装 | 中楼层(共33层)  | 暂无数据,93,"6,550元/平"
四房2厅，精装修家电家具齐全，采光好。,建中御东国际六期 -句容主城商圈,4室1厅 | 99平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,97,"9,798元/平"
中间楼层 满两年 家具家电齐全 拎包入住 随时可看,仙林悦城 -宝华商圈,3室2厅 | 106平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,93,"8,774元/平"
招商国际房子质量好小区位置好全天采光急售,招商国际E城 -宝华商圈,3室2厅 | 95平米 | 南 | 精装 | 低楼层(共34层)  | 塔楼,100,"10,527元/平"
东边户 有车位 满二 小区中间 视野好 中上楼层 急售,远洋心里 -宝华商圈,3室2厅 | 99平米 | 南 | 毛坯 | 高楼层(共34层)  | 板塔结合,82,"8,283元/平"
户型比较好的一个小区。卫生间和客厅比较宽阔。位置好,天正理想城 -宝华商圈,3室2厅 | 89平米 | 南 | 简装 | 高楼层(共34层)  | 板楼,65,"7,304元/平"
楼层好采光足，视野开阔，朝南 ，配套齐全，交通便利,四季金辉 -宝华商圈,3室2厅 | 87平米 | 南 | 精装 | 高楼层(共33层)  | 塔楼,118,"13,564元/平"
南京仙林东万达茂旁双地铁 交通便利配套齐全 急售急售,恒大雅苑 -宝华商圈,3室2厅 | 127平米 | 南 | 精装 | 高楼层(共26层)  | 板楼,96,"7,560元/平"
四季金辉 毛坯大四房 东边户 高楼层采光充足 视野好,四季金辉 -宝华商圈,4室2厅 | 110.8平米 | 东 南 北 | 毛坯 | 高楼层(共34层)  | 塔楼,99,"8,936元/平"
品质小区，物业管理严格，小区物业管理优美。,金科观天下 -宝华商圈,4室2厅 | 123平米 | 南 | 毛坯 | 低楼层(共4层)  | 板楼,270,"21,952元/平"
仙林东宝华 彩虹城  小三房 看房方便,彩虹城 -宝华商圈,3室2厅 | 83平米 | 南 | 毛坯 | 中楼层(共33层)  | 板楼,62,"7,470元/平"
四季金辉 人车分流 带车位  三房户型方正   价格可谈,四季金辉 -宝华商圈,3室2厅 | 86.14平米 | 南 | 毛坯 | 高楼层(共34层)  | 塔楼,65.6,"7,616元/平"
南京东，碧桂园大学印象，宝华山脚下，山景房,碧桂园大学印象 -宝华商圈,4室1厅 | 125.64平米 | 东南 | 精装 | 高楼层(共17层)  | 暂无数据,98,"7,801元/平"
仙林东万达茂碧桂园翡翠华府二期精装修带地暖三房两卫,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 117平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,115,"9,830元/平"
中央广场 三室两厅两卫好楼层满两年看房方便 配套齐全,中央广场 -句容主城商圈,3室2厅 | 150.73平米 | 南 | 毛坯 | 高楼层(共28层)  | 板楼,136,"9,023元/平"
翡翠华府二期   四开间朝南 随时看房~,碧桂园翡翠华府二期 -宝华商圈,4室2厅 | 142.13平米 | 南 | 精装 | 低楼层(共17层)  | 塔楼,145,"10,202元/平"
业负责 业主诚心卖 视野宽阔 采光充足 改善必选,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 125平米 | 南 | 精装 | 中楼层(共19层)  | 板塔结合,126,"10,080元/平"
仙林悦城新街坊 总高5层 精装花园洋房 带露台,仙林悦城新街坊 -宝华商圈,3室2厅 | 123平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,142,"11,545元/平"
万达茂旁 近地铁站 仙林悦城 毛坯 满二 价格便宜,仙林悦城 -宝华商圈,2室1厅 | 63平米 | 南 北 | 毛坯 | 中楼层(共30层)  | 板楼,57,"9,048元/平"
翡翠华府二期双阳台 采光好 满两年 随时看房,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 96.32平米 | 南 | 精装 | 高楼层(共32层)  | 塔楼,91,"9,448元/平"
西边户 楼层采光好 业主 急售，价格可谈,仙林悦城 -宝华商圈,3室1厅 | 82.96平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,62,"7,474元/平"
通透格局好，视野宽阔，采光充足，交通方便,凤坛花园 -宝华商圈,3室2厅 | 100平米 | 南 | 精装 | 7层  | 板塔结合,59,"5,900元/平"
品质小区 三房两卫 精装修 地暖空调,旭辉宸悦赋 -句容主城商圈,3室2厅 | 124.7平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,138,"11,067元/平"
装修全明采光边户 南北通透随时看房 一家人享天伦之美,仙林悦城 -宝华商圈,3室2厅 | 107.84平米 | 南 北 | 精装 | 中楼层(共29层)  | 塔楼,78,"7,233元/平"
仙林东，宝华翡翠华府，精装三房，诚心出售,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 96.8平米 | 南 | 精装 | 低楼层(共32层)  | 塔楼,85,"8,781元/平"
急卖，精装三房 采光好，视野无遮挡，拎包入住,中骏四季阳光 -句容主城商圈,3室2厅 | 99平米 | 南 | 精装 | 低楼层(共34层)  | 塔楼,75,"7,576元/平"
业主新房出售，价格优惠，楼层好,紫悦府 -句容主城商圈,3室2厅 | 93.47平米 | 东南 | 毛坯 | 中楼层(共20层)  | 板楼,60,"6,420元/平"
房东换房，诚心出售，有车位，有附房！,句容市北部新城拆迁安置小区 -句容主城商圈,3室2厅 | 138平米 | 南 | 精装 | 低楼层(共32层)  | 暂无数据,73.8,"5,348元/平"
此房满两年唯一，精装修三房带地暖，视野贼棒,碧桂园翡翠华府二期 -宝华商圈,3室2厅 | 97平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼,85,"8,763元/平"
碧桂园翡翠华府  精装房 一梯两户 户型方正 双地铁,碧桂园翡翠华府二期 -宝华商圈,4室2厅 | 142平米 | 南 | 精装 | 中楼层(共20层)  | 塔楼,165,"11,620元/平"
仙林东精装带地暖两房出售视野好,濠锋星钻 -宝华商圈,2室1厅 | 83平米 | 南 北 | 精装 | 中楼层(共34层)  | 板塔结合,61,"7,350元/平"
宝华山脚下采光充足格局方正房东诚心出售,朗诗万都玲珑樾 -宝华商圈,4室2厅 | 115平米 | 南 | 毛坯 | 高楼层(共19层)  | 板塔结合,128,"11,131元/平"
，，出门即是公交站台直达2号线，4号线,碧桂园翡翠华府 -宝华商圈,3室1厅 | 95平米 | 南 | 精装 | 低楼层(共32层)  | 板楼,117,"12,316元/平"
采光通风格局好，楼层好，采光充足，视野好，朝南,仙林悦城 -宝华商圈,2室2厅 | 83.06平米 | 南 北 | 毛坯 | 高楼层(共18层)  | 板塔结合,65,"7,826元/平"
南京边宝华精装加地暖2房出售 随时看房,濠锋星钻 -宝华商圈,2室2厅 | 83平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,78,"9,398元/平"
总价低    生活方便。随时看房,玉兰花园 -宝华商圈,3室2厅 | 100平米 | 南 | 简装 | 5层  | 板塔结合,46.2,"4,620元/平"
万达茂东 精装大三房 家具家电齐全 免费车位 配套齐全,凤坛花园 -宝华商圈,3室2厅 | 101.51平米 | 南 | 精装 | 7层  | 板塔结合,42,"4,138元/平"
品质小区 品牌物业 户型方正 采光好,泰达青筑 -宝华商圈,2室2厅 | 92平米 | 南 | 精装 | 高楼层(共18层)  | 板楼,83.1,"9,033元/平"
房子格局好，楼层好，采光足，视野好，阳台大,招商国际E城 -宝华商圈,3室2厅 | 91.59平米 | 南 | 精装 | 低楼层(共34层)  | 塔楼,105,"11,465元/平"
精装洋房，楼层好，南北通透格局，采光充足,碧桂园中天东方骏庭 -宝华商圈,3室2厅 | 115平米 | 南 北 | 精装 | 7层  | 板楼,115,"10,000元/平"
采光充足 交通便利 购物方便 楼层好 绿化好 环境好,碧桂园大学印象峰景苑 -宝华商圈,4室2厅 | 133.78平米 | 南 | 精装 | 中楼层(共11层)  | 板塔结合,132,"9,867元/平"
四季金辉小区人车分流，采光视野好， 生活配套齐全，,四季金辉 -宝华商圈,3室2厅 | 108平米 | 南 | 简装 | 高楼层(共18层)  | 塔楼,98,"9,075元/平"
楼层好，采光充足，配套设施完整，交通便利,恒大雅苑 -宝华商圈,2室2厅 | 100平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,70,"7,000元/平"
南京东，碧桂园仙林东郡，宝华洋房,碧桂园仙林东郡 -宝华商圈,3室2厅 | 82.42平米 | 南 | 精装 | 低楼层(共11层)  | 板楼,63,"7,644元/平"
