采光充足，交通便利，天鸿苑不临高速，有钥匙随时看房,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 132.2平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,73,"5,522元/平"
银城电梯洋房 3房总高9层 满二 南外+地铁！价可谈急售,银城孔雀城荟见未来 -溧水其它,3室2厅 | 99平米 | 南 | 精装 | 低楼层(共9层)  | 板塔结合,97,"9,798元/平"
嘉德园 3室2厅 南,嘉德园 -溧水城南,3室2厅 | 112.9平米 | 南 | 其他 | 中楼层(共18层)  | 塔楼,135,"11,958元/平"
建发央誉107平 二次装修 城南人居  环境优美 价格可谈,建发央誉 -溧水城南,3室2厅 | 107.05平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,140,"13,079元/平"
此房楼层好 通风效果好 户型方正 采光充足 随时看。,金东城世家一期 -溧水城北,2室2厅 | 88平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,85,"9,660元/平"
全新装修，一次没住过，海乐城旁边位置  随时看房,海伦国际 -溧水城中,2室2厅 | 89.9平米 | 南 | 其他 | 低楼层(共20层)  | 板楼,110,"12,236元/平"
一品骊城2-2-1-1 89.52m² 66 万,一品骊城 -溧水城北,2室2厅 | 89.52平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,66,"7,373元/平"
此房为卧龙湖独栋别墅，毛坯，无遮挡，视野好,卧龙湖 -溧水其它,4室3厅 | 294.73平米 | 南 | 其他 | 低楼层(共2层)  | 暂无数据,640,"21,715元/平"
万辰广场大三房，风景好，视野好，二次精装，满二。,万辰广场 -溧水城中,3室2厅 | 138平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼,150,"10,870元/平"
新成熟安置小区 配套齐全交通便利，生活坏境好,湖韵怡居B区 -溧水城中,3室2厅 | 122平米 | 南 | 其他 | 中楼层(共18层)  | 暂无数据,117,"9,591元/平"
房产证满2年，采光好，环境优美，花园式小区,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 140平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,88,"6,286元/平"
城南天然氧吧  近万达广场 无想水镇城隍庙 地铁,石虎名苑 -溧水城南,3室2厅 | 125平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,100,"8,000元/平"
此房满5年，二次精装，无遮挡，视野好，中高楼层,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 124.49平米 | 北 | 其他 | 中楼层(共33层)  | 板楼,75,"6,025元/平"
万科洋房 中上楼层 两房朝南 采光足 南北通风格局,万科城月桂苑 -溧水城南,3室2厅 | 113平米 | 南 | 其他 | 高楼层(共9层)  | 暂无数据,159,"14,071元/平"
地理位置好，成熟小区，交通便利，生活配套齐全！,庆丰小区安居苑 -溧水城中,2室2厅 | 95.86平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,96,"10,015元/平"
多层  满两年 中等装修  户型方正  采光好 交通便捷,宏泰嘉苑 -溧水城中,2室2厅 | 92.78平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,80,"8,623元/平"
凤麟水苑  高楼层 精装修 视野开阔,凤麟水苑 -溧水城南,2室2厅 | 89.09平米 | 南 | 精装 | 高楼层(共28层)  | 塔楼,104,"11,674元/平"
一品郦城，86平，全新精装，家电设施齐全,一品骊城 -溧水城北,2室2厅 | 86平米 | 南 | 精装 | 中楼层(共6层)  | 板楼,82,"9,535元/平"
中楼层 采光好 电梯房 税费低 看房方便,一品骊城 -溧水城北,2室1厅 | 89平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,90,"10,113元/平"
东城世家西园 户型方正 简单装修 采光充足 诚心出售,金东城世家西园二期 -溧水城北,2室2厅 | 87.13平米 | 南 北 | 简装 | 低楼层(共11层)  | 板楼,65,"7,461元/平"
此房满2年，视野好，好三房，房东诚心出手,秦淮东郡 -溧水城中,3室1厅 | 95.32平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,85,"8,918元/平"
橡树城 精装修 家电齐全设全拎包入住 业主诚心出售,橡树城 -溧水城北,2室2厅 | 84.98平米 | 南 | 精装 | 高楼层(共6层)  | 板楼,64,"7,532元/平"
凤麟水苑，90平米，两室两厅，105万，满两年，简装,凤麟水苑 -溧水城南,2室2厅 | 89.09平米 | 南 | 毛坯 | 中楼层(共28层)  | 暂无数据,100,"11,225元/平"
户型方正 楼层好 视野开阔 全明户型 采光好,橡树城 -溧水城北,2室2厅 | 74.96平米 | 南 | 其他 | 高楼层(共18层)  | 板楼,72,"9,606元/平"
橡树城10层电梯小洋房，前面无遮挡。,橡树城 -溧水城北,2室2厅 | 82.54平米 | 南 | 精装 | 低楼层(共10层)  | 暂无数据,82,"9,935元/平"
户型方正 近游小和地铁 出行方便，采光好，视野开阔,橡树城 -溧水城北,3室2厅 | 101.79平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,88,"8,646元/平"
满五唯一 好楼层  看房方便 业主诚心出售,中城花园 -溧水城北,2室1厅 | 60平米 | 南 | 简装 | 低楼层(共6层)  | 板楼,55,"9,167元/平"
创维佳园 两房 好楼层 户型方正 采光好 游小和金中,创维佳园 -溧水城北,2室2厅 | 81.44平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,70,"8,596元/平"
秀园西苑，小户型，两房，简单装修。。。,秀园西苑保障房 -溧水城中,2室1厅 | 61.39平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,63,"10,263元/平"
秦淮东郡自住精装 好楼层采光好 拎包入住 诚售,秦淮东郡 -溧水城中,3室2厅 | 103.24平米 | 南 | 精装 | 中楼层(共24层)  | 板塔结合,95,"9,202元/平"
创维佳苑多层2楼小2房诚心出售,创维佳园 -溧水城北,2室1厅 | 75.38平米 | 南 | 精装 | 低楼层(共6层)  | 板塔结合,64,"8,491元/平"
此房是开发商精装交付，三开间朝南，小区绿化好,溧水万达御景仕家一期 -溧水城南,3室2厅 | 105.8平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,125,"11,815元/平"
业主诚心出售，价格较低，可来店里与业主议价。,珍珠佳苑 -溧水城北,2室2厅 | 90.11平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,73,"8,102元/平"
凯阳花园住宅格局方正，交通便利，得房率高,凯阳花园 -溧水城南,2室1厅 | 85.84平米 | 南 北 | 精装 | 中楼层(共5层)  | 塔楼,100,"11,650元/平"
房东诚心出售 看房方便 位置好 楼层佳 得房率高,创维佳园 -溧水城北,2室2厅 | 68.23平米 | 南 | 其他 | 低楼层(共5层)  | 板塔结合,79,"11,579元/平"
满两年，标准大两房，精装修，采光好，得房率高。,凤麟府 -溧水城南,2室2厅 | 91.01平米 | 南 | 精装 | 高楼层(共18层)  | 塔楼,130,"14,285元/平"
户型方正 南北格局 好楼层 通风好 配套设施全,学府雅苑 -溧水城南,4室2厅 | 99.69平米 | 南 北 | 精装 | 高楼层(共11层)  | 板楼,130,"13,041元/平"
品质小区，人车分流，配套齐全。,嘉德园 -溧水城南,3室2厅 | 92.71平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,103,"11,110元/平"
凯阳花园，精装两房，满两年，好房出售,凯阳花园 -溧水城南,2室2厅 | 84.38平米 | 南 | 精装 | 低楼层(共5层)  | 塔楼,94,"11,141元/平"
幸福佳苑104平米毛坯三房好楼层诚心出售,幸福佳苑 -溧水城南,3室2厅 | 103.99平米 | 南 | 其他 | 高楼层(共11层)  | 板塔结合,96,"9,232元/平"
业主诚心出售！ 户型方正 精装修 拎包入住 满二,嘉德园 -溧水城南,2室2厅 | 89.19平米 | 南 | 精装 | 高楼层(共18层)  | 暂无数据,100,"11,213元/平"
此房满两年，距离校园近，简单装修，采光充足。,辛庄北苑 -溧水城南,2室2厅 | 91.43平米 | 南 北 | 简装 | 高楼层(共6层)  | 板楼,81,"8,860元/平"
清爽型装修，全明户型，楼层高，视野好。,中南锦城 -溧水城南,2室2厅 | 87.14平米 | 南 | 简装 | 高楼层(共26层)  | 塔楼,109,"12,509元/平"
精装满五唯一 楼层好  景观楼房  生活交通便利,万科城棕榈苑 -溧水城南,3室2厅 | 98.49平米 | 南 | 精装 | 中楼层(共28层)  | 塔楼,140,"14,215元/平"
满2年大两房户型好 楼梯房，得房率高 客厅朝南带阳台,荷花嘉苑 -溧水城北,2室2厅 | 91.93平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据,73.6,"8,007元/平"
金山公寓 配套齐全 ，交通便利 楼层好 双阳台，采光足,金山公寓 -溧水城中,3室2厅 | 100.09平米 | 南 | 其他 | 中楼层(共4层)  | 板楼,75,"7,494元/平"
万科月桂苑  93.56平米  二次精装   好楼层  115万,万科城月桂苑 -溧水城南,3室2厅 | 93.56平米 | 南 | 精装 | 低楼层(共18层)  | 暂无数据,112,"11,971元/平"
石虎名苑万达旁 毛坯 三房一卫 安置房,石虎名苑 -溧水城南,3室1厅 | 106.48平米 | 南 | 其他 | 中楼层(共20层)  | 板塔结合,78,"7,326元/平"
出售辛庄北苑简装一楼车库30平米左右,辛庄北苑 -溧水城南,2室2厅 | 91平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,90,"9,891元/平"
景观公园房，户型方正，南北朝向，空气流通好,万科城棕榈苑 -溧水城南,3室1厅 | 98.81平米 | 南 | 其他 | 高楼层(共23层)  | 塔楼,120,"12,145元/平"
橡树城好房出售 自住精装修  提前约随时看房,橡树城 -溧水城北,2室1厅 | 86.18平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,78,"9,051元/平"
高得房率，城中地段，正宗大两房！,宏泰嘉苑 -溧水城中,2室2厅 | 92.78平米 | 南 北 | 精装 | 中楼层(共6层)  | 板楼,85,"9,162元/平"
恒大精装两房出售 好楼层 看中价格可谈,恒大金碧天下天鸿苑 -溧水恒大,2室2厅 | 89.88平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,69,"7,677元/平"
康利华府91平米两室两厅精装修满两年,康利华府 -溧水城南,2室2厅 | 90.81平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,92,"10,132元/平"
两室两厅，南北通，阳光好，随时看房溧水新街口位置,静水花园 -溧水城中,2室1厅 | 90.76平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,105,"11,569元/平"
房东诚心出售创维佳园大三房总价低,创维佳园 -溧水城北,3室2厅 | 97.48平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,78,"8,002元/平"
业主诚心出售，价格可议。配套齐全，生活品质有保障。,美丽新城北区 -溧水城北,2室2厅 | 99.77平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,85,"8,520元/平"
急急急房东急置换 东城世家 自住精装 电梯房好楼层,金东城世家一期 -溧水城北,3室2厅 | 96.15平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,88,"9,153元/平"
橡树城  好房出售  精装修  三房  满二,橡树城 -溧水城北,3室2厅 | 95.18平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,91,"9,561元/平"
康利华府91平米两室两厅精装修满两年,康利华府 -溧水城南,2室2厅 | 90.81平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,92,"10,132元/平"
橡树城  好房出售  精装修  三房  满二,橡树城 -溧水城北,3室2厅 | 95.18平米 | 南 | 精装 | 高楼层(共11层)  | 板楼,91,"9,561元/平"
急急急房东急置换 东城世家 自住精装 电梯房好楼层,金东城世家一期 -溧水城北,3室2厅 | 96.15平米 | 南 | 精装 | 中楼层(共11层)  | 板楼,88,"9,153元/平"
业主诚心出售，价格可议。配套齐全，生活品质有保障。,美丽新城北区 -溧水城北,2室2厅 | 99.77平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,85,"8,520元/平"
两室两厅，南北通，阳光好，随时看房溧水新街口位置,静水花园 -溧水城中,2室1厅 | 90.76平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,105,"11,569元/平"
房东诚心出售创维佳园大三房总价低,创维佳园 -溧水城北,3室2厅 | 97.48平米 | 南 | 毛坯 | 低楼层(共18层)  | 板塔结合,78,"8,002元/平"
满五唯一，电梯好楼层，精装修三房，交通便利,爱涛天逸园 -溧水城中,3室2厅 | 98.3平米 | 南 | 其他 | 高楼层(共11层)  | 板楼,100,"10,173元/平"
珍珠佳苑多层电梯房，采光好，视野好,珍珠佳苑 -溧水城北,3室2厅 | 90.81平米 | 南 | 简装 | 高楼层(共18层)  | 板楼,88,"9,691元/平"
创维乐活城2-1-1-1 85.87m² 66 万,创维乐活城 -溧水城北,2室1厅 | 85.87平米 | 南 | 其他 | 低楼层(共11层)  | 板塔结合,68,"7,919元/平"
团山公园旁  三房户型 视野开阔  好楼层 满2年 68万,喜之郎丽湖湾 -溧水城北,3室2厅 | 102平米 | 南 | 毛坯 | 中楼层(共21层)  | 板楼,68,"6,667元/平"
创维佳园3-2-1-1 90.80m² 75 万   电梯房价格可谈,创维佳园 -溧水城北,3室2厅 | 90.8平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,75,"8,260元/平"
幸福佳苑两房低总价 房东诚心出售 看中可议,幸福佳苑 -溧水城南,2室1厅 | 66平米 | 南 | 其他 | 高楼层(共24层)  | 板塔结合,62,"9,394元/平"
创维乐活城，毛坯3房，满二，采光足配套齐全，,创维乐活城 -溧水城北,3室2厅 | 98.19平米 | 南 | 其他 | 高楼层(共27层)  | 板塔结合,85,"8,657元/平"
电梯房  户型方正 采光好  满两年 交通便捷,溧水万达御景仕家一期 -溧水城南,2室2厅 | 93.1平米 | 南 | 其他 | 低楼层(共18层)  | 板塔结合,106,"11,386元/平"
户型方正，视野开阔  满2年 南北户型,康利华府 -溧水城南,2室2厅 | 98.25平米 | 南 | 其他 | 中楼层(共17层)  | 塔楼,102,"10,382元/平"
好楼层，通风足，采光佳，视线无遮挡。,金东城世家西园二期 -溧水城北,3室2厅 | 86平米 | 南 北 | 其他 | 中楼层(共11层)  | 板楼,77,"8,954元/平"
电梯房 毛坯 满两年 户型方正 采光好 交通便捷,中山首府 -溧水城南,4室2厅 | 169平米 | 南 北 | 其他 | 中楼层(共17层)  | 板楼,240,"14,202元/平"
亚东同城逸境精装修好楼层诚心出售,亚东同城逸境 -溧水城北,3室2厅 | 118平米 | 南 | 其他 | 高楼层(共18层)  | 塔楼,115,"9,746元/平"
电梯洋房，户型方正，纯毛坯，总价低,凤凰名苑 -溧水城西,3室1厅 | 120平米 | 南 | 其他 | 低楼层(共8层)  | 板塔结合,88,"7,334元/平"
户型方正，采光充足，视野开阔，配套齐全,湖韵怡居A区 -溧水城中,3室2厅 | 121.86平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据,104,"8,535元/平"
中间楼层 全小区这个价格就这一套 诚心卖,望景名府 -溧水城西,3室2厅 | 126.55平米 | 南 | 其他 | 中楼层(共8层)  | 暂无数据,80,"6,322元/平"
3房2卫，纯毛坯房，采光通风好，近游小和地铁,秦淮源筑 -溧水城北,3室2厅 | 119.42平米 | 南 北 | 其他 | 中楼层(共24层)  | 塔楼,88,"7,369元/平"
溧水城南 秦淮东郡 三房两卫 好楼层,秦淮东郡 -溧水城中,3室2厅 | 126平米 | 南 | 其他 | 中楼层(共18层)  | 板塔结合,128,"10,159元/平"
城中大平层，通风效果好 户型方正 采光充足 随时看房,海伦国际 -溧水城中,4室2厅 | 129.47平米 | 南 | 其他 | 中楼层(共34层)  | 板楼,150,"11,586元/平"
户型方正，生活便利，好楼层，纯毛坯,中山首府 -溧水城南,3室2厅 | 125平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,147,"11,760元/平"
户型方正，采光充足，视野开阔，配套齐全,湖韵怡居A区 -溧水城中,3室2厅 | 122.54平米 | 南 | 其他 | 高楼层(共18层)  | 暂无数据,104.5,"8,528元/平"
空港新城 南外 地铁 洋房三房两卫 边户,银城孔雀城荟见未来 -溧水其它,3室2厅 | 100.09平米 | 南 | 其他 | 低楼层(共10层)  | 板塔结合,115,"11,490元/平"
小区前排户型方正采光好随时看房,海伦国际 -溧水城中,4室1厅 | 128.99平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,165,"12,792元/平"
业主诚心卖，也欢迎诚心买的客户，价格挂的比较低。,琴韵华庭 -溧水城北,3室2厅 | 120平米 | 南 北 | 其他 | 低楼层(共5层)  | 板楼,78,"6,500元/平"
卧龙湖依山傍水 景色秀丽 湖景尽收眼底,卧龙湖 -溧水其它,2室2厅 | 98平米 | 东 | 其他 | 中楼层(共18层)  | 板楼,65,"6,633元/平"
此房源面积较大，适宜一家人一起居住，楼层适中，,海伦国际 -溧水城中,4室2厅 | 129.43平米 | 南 | 其他 | 低楼层(共34层)  | 板楼,158,"12,208元/平"
3房2卫，纯毛坯房，采光通风好，近游小和地铁,秦淮源筑 -溧水城北,3室2厅 | 119.42平米 | 南 北 | 其他 | 中楼层(共24层)  | 塔楼,88,"7,369元/平"
户型方正 采光充足 楼层好 配套成熟,秀园西苑保障房 -溧水城中,3室2厅 | 122平米 | 南 | 其他 | 高楼层(共18层)  | 板塔结合,113,"9,263元/平"
恒大大三房出售，前排无遮挡，采光好，设施全,恒大金碧天下天鸿苑 -溧水恒大,3室2厅 | 132.2平米 | 南 | 其他 | 低楼层(共33层)  | 板楼,86,"6,506元/平"
前后无遮挡，适宜一家三口人居住，环境优美,恒大金碧天下湖光苑 -溧水恒大,4室2厅 | 134.93平米 | 南 | 其他 | 中楼层(共18层)  | 板楼,90,"6,671元/平"
毛坯三房，可塑性强，交通便利，配套完善。,康利华府 -溧水城南,3室2厅 | 126.61平米 | 南 北 | 其他 | 低楼层(共18层)  | 塔楼,132,"10,426元/平"
橡树城 满五唯一 婚装 诚心出售 随时看房,橡树城 -溧水城北,3室2厅 | 106.47平米 | 南 北 | 其他 | 中楼层(共6层)  | 板楼,125,"11,741元/平"
恒大大平层出售，精装没住过，空中露天花园，好楼层,恒大金碧天下湖光苑 -溧水恒大,4室2厅 | 223.31平米 | 南 | 其他 | 中楼层(共11层)  | 板楼,288,"12,897元/平"
山水墅洋房 纯毛坯 带露台 视野景观开阔,卧龙湖 -溧水其它,3室2厅 | 145.34平米 | 南 | 其他 | 4层  | 板楼,170,"11,697元/平"
户型方正，南北格局，通风好，采光好,秋湖嘉苑二期 -溧水城南,3室2厅 | 123.67平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼,66,"5,337元/平"
三房一卫 城南好户型 价格便宜 房东好谈,秋湖嘉苑二期 -溧水城南,3室2厅 | 60平米 | 南 | 其他 | 低楼层(共18层)  | 塔楼,68,"11,334元/平"
城南优质地段，复式小跃层，简单装修，满两年,辛庄北苑 -溧水城南,3室2厅 | 121.22平米 | 南 | 其他 | 高楼层(共6层)  | 板楼,86,"7,095元/平"
